year,country,age_group,sex,demographic_visitors,total_market_visitors,demographic_share_pct,avg_rank,best_rank,worst_rank,years_observed
2008,USA,Age 55 - 64,Male,42516.0,378999.0,11.22,2.94,2,3,16
2008,USA,Age 25 - 34,Male,35839.0,378999.0,9.46,4.31,4,7,16
2008,USA,Age 25 - 34,Female,24059.0,378999.0,6.35,5.88,5,10,16
2008,USA,Age 45 - 54,Female,23320.0,378999.0,6.15,7.38,6,9,16
2008,USA,Age 35 - 44,Female,23116.0,378999.0,6.1,7.81,6,10,16
2008,USA,Age 65 & Above,Male,20254.0,378999.0,5.34,5.69,2,8,16
2008,USA,Age 55 - 64,Female,19676.0,378999.0,5.19,9.0,7,10,16
2008,USA,Age 65 & Above,Female,13340.0,378999.0,3.52,8.69,4,10,16
2008,USA,Age 14 & Below,Male,12533.0,378999.0,3.31,11.0,11,11,16
2008,USA,Age 14 & Below,Female,11590.0,378999.0,3.06,12.0,12,12,16
2008,USA,Age 20 - 24,Male,8800.0,378999.0,2.32,13.5,13,14,16
2008,USA,Age 20 - 24,Female,7822.0,378999.0,2.06,13.5,13,14,16
2008,USA,Age 15 - 19,Female,4488.0,378999.0,1.18,15.19,15,16,16
2008,USA,Age 15 - 19,Male,3994.0,378999.0,1.05,15.81,15,16,16
2009,USA,Age 45 - 54,Male,60508.0,356300.0,16.98,1.0,1,1,16
2009,USA,Age 35 - 44,Male,52742.0,356300.0,14.8,2.31,2,5,16
2009,USA,Age 55 - 64,Male,40409.0,356300.0,11.34,2.94,2,3,16
2009,USA,Age 25 - 34,Male,33450.0,356300.0,9.39,4.31,4,7,16
2009,USA,Age 25 - 34,Female,23718.0,356300.0,6.66,5.88,5,10,16
2009,USA,Age 35 - 44,Female,21553.0,356300.0,6.05,7.81,6,10,16
2009,USA,Age 45 - 54,Female,21307.0,356300.0,5.98,7.38,6,9,16
2009,USA,Age 65 & Above,Male,20686.0,356300.0,5.81,5.69,2,8,16
2009,USA,Age 55 - 64,Female,19159.0,356300.0,5.38,9.0,7,10,16
2009,USA,Age 65 & Above,Female,14386.0,356300.0,4.04,8.69,4,10,16
2009,USA,Age 14 & Below,Male,11995.0,356300.0,3.37,11.0,11,11,16
2009,USA,Age 14 & Below,Female,11695.0,356300.0,3.28,12.0,12,12,16
2009,USA,Age 20 - 24,Male,8939.0,356300.0,2.51,13.5,13,14,16
2009,USA,Age 20 - 24,Female,7810.0,356300.0,2.19,13.5,13,14,16
2009,USA,Age 15 - 19,Female,4059.0,356300.0,1.14,15.19,15,16,16
2009,USA,Age 15 - 19,Male,3884.0,356300.0,1.09,15.81,15,16,16
2010,USA,Age 45 - 54,Male,70789.0,402755.0,17.58,1.0,1,1,16
2010,USA,Age 35 - 44,Male,60841.0,402755.0,15.11,2.31,2,5,16
2010,USA,Age 55 - 64,Male,46824.0,402755.0,11.63,2.94,2,3,16
2010,USA,Age 25 - 34,Male,36963.0,402755.0,9.18,4.31,4,7,16
2010,USA,Age 25 - 34,Female,26023.0,402755.0,6.46,5.88,5,10,16
2010,USA,Age 35 - 44,Female,25043.0,402755.0,6.22,7.81,6,10,16
2010,USA,Age 45 - 54,Female,24485.0,402755.0,6.08,7.38,6,9,16
2010,USA,Age 65 & Above,Male,22688.0,402755.0,5.63,5.69,2,8,16
2010,USA,Age 55 - 64,Female,21792.0,402755.0,5.41,9.0,7,10,16
2010,USA,Age 65 & Above,Female,15134.0,402755.0,3.76,8.69,4,10,16
2010,USA,Age 14 & Below,Male,13521.0,402755.0,3.36,11.0,11,11,16
2010,USA,Age 14 & Below,Female,12092.0,402755.0,3.0,12.0,12,12,16
2010,USA,Age 20 - 24,Male,9625.0,402755.0,2.39,13.5,13,14,16
2010,USA,Age 20 - 24,Female,8526.0,402755.0,2.12,13.5,13,14,16
2010,USA,Age 15 - 19,Male,4238.0,402755.0,1.05,15.81,15,16,16
2010,USA,Age 15 - 19,Female,4171.0,402755.0,1.04,15.19,15,16,16
2011,USA,Age 45 - 54,Male,73727.0,426941.0,17.27,1.0,1,1,16
2011,USA,Age 35 - 44,Male,61567.0,426941.0,14.42,2.31,2,5,16
2011,USA,Age 55 - 64,Male,49201.0,426941.0,11.52,2.94,2,3,16
2011,USA,Age 25 - 34,Male,39472.0,426941.0,9.25,4.31,4,7,16
2011,USA,Age 25 - 34,Female,28332.0,426941.0,6.64,5.88,5,10,16
2011,USA,Age 35 - 44,Female,26838.0,426941.0,6.29,7.81,6,10,16
2011,USA,Age 45 - 54,Female,26452.0,426941.0,6.2,7.38,6,9,16
2011,USA,Age 65 & Above,Male,25852.0,426941.0,6.06,5.69,2,8,16
2011,USA,Age 55 - 64,Female,23373.0,426941.0,5.47,9.0,7,10,16
2011,USA,Age 65 & Above,Female,17628.0,426941.0,4.13,8.69,4,10,16
2011,USA,Age 14 & Below,Male,13573.0,426941.0,3.18,11.0,11,11,16
2011,USA,Age 14 & Below,Female,12646.0,426941.0,2.96,12.0,12,12,16
2011,USA,Age 20 - 24,Male,10189.0,426941.0,2.39,13.5,13,14,16
2011,USA,Age 20 - 24,Female,9627.0,426941.0,2.25,13.5,13,14,16
2011,USA,Age 15 - 19,Female,4340.0,426941.0,1.02,15.19,15,16,16
2011,USA,Age 15 - 19,Male,4124.0,426941.0,0.97,15.81,15,16,16
2012,USA,Age 45 - 54,Male,76749.0,468873.0,16.37,1.0,1,1,16
2012,USA,Age 35 - 44,Male,63367.0,468873.0,13.51,2.31,2,5,16
2012,USA,Age 55 - 64,Male,53514.0,468873.0,11.41,2.94,2,3,16
2012,USA,Age 25 - 34,Male,43822.0,468873.0,9.35,4.31,4,7,16
2012,USA,Age 65 & Above,Male,31666.0,468873.0,6.75,5.69,2,8,16
2012,USA,Age 25 - 34,Female,31447.0,468873.0,6.71,5.88,5,10,16
2012,USA,Age 35 - 44,Female,29538.0,468873.0,6.3,7.81,6,10,16
2012,USA,Age 45 - 54,Female,28945.0,468873.0,6.17,7.38,6,9,16
2012,USA,Age 55 - 64,Female,27039.0,468873.0,5.77,9.0,7,10,16
2012,USA,Age 65 & Above,Female,22214.0,468873.0,4.74,8.69,4,10,16
2012,USA,Age 14 & Below,Male,15217.0,468873.0,3.25,11.0,11,11,16
2012,USA,Age 14 & Below,Female,13901.0,468873.0,2.96,12.0,12,12,16
2012,USA,Age 20 - 24,Male,10960.0,468873.0,2.34,13.5,13,14,16
2012,USA,Age 20 - 24,Female,10655.0,468873.0,2.27,13.5,13,14,16
2012,USA,Age 15 - 19,Female,5111.0,468873.0,1.09,15.19,15,16,16
2012,USA,Age 15 - 19,Male,4728.0,468873.0,1.01,15.81,15,16,16
2013,USA,Age 45 - 54,Male,78086.0,491875.0,15.88,1.0,1,1,16
2013,USA,Age 35 - 44,Male,63674.0,491875.0,12.95,2.31,2,5,16
2013,USA,Age 55 - 64,Male,56446.0,491875.0,11.48,2.94,2,3,16
2013,USA,Age 25 - 34,Male,46509.0,491875.0,9.46,4.31,4,7,16
2013,USA,Age 65 & Above,Male,35610.0,491875.0,7.24,5.69,2,8,16
2013,USA,Age 25 - 34,Female,33041.0,491875.0,6.72,5.88,5,10,16
2013,USA,Age 35 - 44,Female,30473.0,491875.0,6.2,7.81,6,10,16
2013,USA,Age 45 - 54,Female,29918.0,491875.0,6.08,7.38,6,9,16
2013,USA,Age 55 - 64,Female,28759.0,491875.0,5.85,9.0,7,10,16
2013,USA,Age 65 & Above,Female,26121.0,491875.0,5.31,8.69,4,10,16
2013,USA,Age 14 & Below,Male,15552.0,491875.0,3.16,11.0,11,11,16
2013,USA,Age 14 & Below,Female,14502.0,491875.0,2.95,12.0,12,12,16
2013,USA,Age 20 - 24,Male,11772.0,491875.0,2.39,13.5,13,14,16
2013,USA,Age 20 - 24,Female,11003.0,491875.0,2.24,13.5,13,14,16
2013,USA,Age 15 - 19,Female,5369.0,491875.0,1.09,15.19,15,16,16
2013,USA,Age 15 - 19,Male,5040.0,491875.0,1.02,15.81,15,16,16
2014,USA,Age 45 - 54,Male,75552.0,484911.0,15.58,1.0,1,1,16
2014,USA,Age 35 - 44,Male,61288.0,484911.0,12.64,2.31,2,5,16
2014,USA,Age 55 - 64,Male,56237.0,484911.0,11.6,2.94,2,3,16
2014,USA,Age 25 - 34,Male,45835.0,484911.0,9.45,4.31,4,7,16
2014,USA,Age 65 & Above,Male,36062.0,484911.0,7.44,5.69,2,8,16
2014,USA,Age 25 - 34,Female,33983.0,484911.0,7.01,5.88,5,10,16
2014,USA,Age 45 - 54,Female,29895.0,484911.0,6.17,7.38,6,9,16
2014,USA,Age 35 - 44,Female,29397.0,484911.0,6.06,7.81,6,10,16
2014,USA,Age 55 - 64,Female,28189.0,484911.0,5.81,9.0,7,10,16
2014,USA,Age 65 & Above,Female,27217.0,484911.0,5.61,8.69,4,10,16
2014,USA,Age 14 & Below,Male,14630.0,484911.0,3.02,11.0,11,11,16
2014,USA,Age 14 & Below,Female,13640.0,484911.0,2.81,12.0,12,12,16
2014,USA,Age 20 - 24,Female,11476.0,484911.0,2.37,13.5,13,14,16
2014,USA,Age 20 - 24,Male,11284.0,484911.0,2.33,13.5,13,14,16
2014,USA,Age 15 - 19,Female,5301.0,484911.0,1.09,15.19,15,16,16
2014,USA,Age 15 - 19,Male,4925.0,484911.0,1.02,15.81,15,16,16
2015,USA,Age 45 - 54,Male,73712.0,499509.0,14.76,1.0,1,1,16
2015,USA,Age 35 - 44,Male,59246.0,499509.0,11.86,2.31,2,5,16
2015,USA,Age 55 - 64,Male,56791.0,499509.0,11.37,2.94,2,3,16
2015,USA,Age 25 - 34,Male,46770.0,499509.0,9.36,4.31,4,7,16
2015,USA,Age 65 & Above,Male,38539.0,499509.0,7.72,5.69,2,8,16
2015,USA,Age 25 - 34,Female,36260.0,499509.0,7.26,5.88,5,10,16
2015,USA,Age 45 - 54,Female,31302.0,499509.0,6.27,7.38,6,9,16
2015,USA,Age 35 - 44,Female,30605.0,499509.0,6.13,7.81,6,10,16
2015,USA,Age 55 - 64,Female,30189.0,499509.0,6.04,9.0,7,10,16
2015,USA,Age 65 & Above,Female,30045.0,499509.0,6.01,8.69,4,10,16
2015,USA,Age 14 & Below,Male,15470.0,499509.0,3.1,11.0,11,11,16
2015,USA,Age 14 & Below,Female,14240.0,499509.0,2.85,12.0,12,12,16
2015,USA,Age 20 - 24,Female,12942.0,499509.0,2.59,13.5,13,14,16
2015,USA,Age 20 - 24,Male,12248.0,499509.0,2.45,13.5,13,14,16
2015,USA,Age 15 - 19,Female,5852.0,499509.0,1.17,15.19,15,16,16
2015,USA,Age 15 - 19,Male,5298.0,499509.0,1.06,15.81,15,16,16
2016,USA,Age 45 - 54,Male,72845.0,516446.0,14.11,1.0,1,1,16
2016,USA,Age 35 - 44,Male,57964.0,516446.0,11.22,2.31,2,5,16
2016,USA,Age 55 - 64,Male,57032.0,516446.0,11.04,2.94,2,3,16
2016,USA,Age 25 - 34,Male,49018.0,516446.0,9.49,4.31,4,7,16
2016,USA,Age 65 & Above,Male,40350.0,516446.0,7.81,5.69,2,8,16
2016,USA,Age 25 - 34,Female,39606.0,516446.0,7.67,5.88,5,10,16
2016,USA,Age 45 - 54,Female,33268.0,516446.0,6.44,7.38,6,9,16
2016,USA,Age 65 & Above,Female,32685.0,516446.0,6.33,8.69,4,10,16
2016,USA,Age 55 - 64,Female,32426.0,516446.0,6.28,9.0,7,10,16
2016,USA,Age 35 - 44,Female,32257.0,516446.0,6.25,7.81,6,10,16
2016,USA,Age 14 & Below,Male,16186.0,516446.0,3.13,11.0,11,11,16
2016,USA,Age 14 & Below,Female,14853.0,516446.0,2.88,12.0,12,12,16
2016,USA,Age 20 - 24,Female,13880.0,516446.0,2.69,13.5,13,14,16
2016,USA,Age 20 - 24,Male,12487.0,516446.0,2.42,13.5,13,14,16
2016,USA,Age 15 - 19,Female,6004.0,516446.0,1.16,15.19,15,16,16
2016,USA,Age 15 - 19,Male,5585.0,516446.0,1.08,15.81,15,16,16
2017,USA,Age 45 - 54,Male,75299.0,565430.0,13.32,1.0,1,1,16
2017,USA,Age 35 - 44,Male,61651.0,565430.0,10.9,2.31,2,5,16
2017,USA,Age 55 - 64,Male,60424.0,565430.0,10.69,2.94,2,3,16
2017,USA,Age 25 - 34,Male,56012.0,565430.0,9.91,4.31,4,7,16
2017,USA,Age 25 - 34,Female,45565.0,565430.0,8.06,5.88,5,10,16
2017,USA,Age 65 & Above,Male,42739.0,565430.0,7.56,5.69,2,8,16
2017,USA,Age 45 - 54,Female,36942.0,565430.0,6.53,7.38,6,9,16
2017,USA,Age 35 - 44,Female,36144.0,565430.0,6.39,7.81,6,10,16
2017,USA,Age 55 - 64,Female,35723.0,565430.0,6.32,9.0,7,10,16
2017,USA,Age 65 & Above,Female,34826.0,565430.0,6.16,8.69,4,10,16
2017,USA,Age 14 & Below,Male,18269.0,565430.0,3.23,11.0,11,11,16
2017,USA,Age 14 & Below,Female,17338.0,565430.0,3.07,12.0,12,12,16
2017,USA,Age 20 - 24,Female,15979.0,565430.0,2.83,13.5,13,14,16
2017,USA,Age 20 - 24,Male,14681.0,565430.0,2.6,13.5,13,14,16
2017,USA,Age 15 - 19,Female,7010.0,565430.0,1.24,15.19,15,16,16
2017,USA,Age 15 - 19,Male,6828.0,565430.0,1.21,15.81,15,16,16
2018,USA,Age 45 - 54,Male,80652.0,643268.0,12.54,1.0,1,1,16
2018,USA,Age 35 - 44,Male,68320.0,643268.0,10.62,2.31,2,5,16
2018,USA,Age 55 - 64,Male,67022.0,643268.0,10.42,2.94,2,3,16
2018,USA,Age 25 - 34,Male,61810.0,643268.0,9.61,4.31,4,7,16
2018,USA,Age 25 - 34,Female,52338.0,643268.0,8.14,5.88,5,10,16
2018,USA,Age 65 & Above,Male,50621.0,643268.0,7.87,5.69,2,8,16
2018,USA,Age 65 & Above,Female,43634.0,643268.0,6.78,8.69,4,10,16
2018,USA,Age 45 - 54,Female,43137.0,643268.0,6.71,7.38,6,9,16
2018,USA,Age 35 - 44,Female,42261.0,643268.0,6.57,7.81,6,10,16
2018,USA,Age 55 - 64,Female,41844.0,643268.0,6.5,9.0,7,10,16
2018,USA,Age 14 & Below,Male,21331.0,643268.0,3.32,11.0,11,11,16
2018,USA,Age 14 & Below,Female,20216.0,643268.0,3.14,12.0,12,12,16
2018,USA,Age 20 - 24,Female,17887.0,643268.0,2.78,13.5,13,14,16
2018,USA,Age 20 - 24,Male,16121.0,643268.0,2.51,13.5,13,14,16
2018,USA,Age 15 - 19,Female,8341.0,643268.0,1.3,15.19,15,16,16
2018,USA,Age 15 - 19,Male,7733.0,643268.0,1.2,15.81,15,16,16
2019,USA,Age 45 - 54,Male,85660.0,729409.0,11.74,1.0,1,1,16
2019,USA,Age 35 - 44,Male,75576.0,729409.0,10.36,2.31,2,5,16
2019,USA,Age 55 - 64,Male,72515.0,729409.0,9.94,2.94,2,3,16
2019,USA,Age 25 - 34,Male,70071.0,729409.0,9.61,4.31,4,7,16
2019,USA,Age 25 - 34,Female,63794.0,729409.0,8.75,5.88,5,10,16
2019,USA,Age 65 & Above,Male,54203.0,729409.0,7.43,5.69,2,8,16
2019,USA,Age 35 - 44,Female,51320.0,729409.0,7.04,7.81,6,10,16
2019,USA,Age 45 - 54,Female,50806.0,729409.0,6.97,7.38,6,9,16
2019,USA,Age 65 & Above,Female,47804.0,729409.0,6.55,8.69,4,10,16
2019,USA,Age 55 - 64,Female,47651.0,729409.0,6.53,9.0,7,10,16
2019,USA,Age 14 & Below,Male,25143.0,729409.0,3.45,11.0,11,11,16
2019,USA,Age 14 & Below,Female,23635.0,729409.0,3.24,12.0,12,12,16
2019,USA,Age 20 - 24,Female,22227.0,729409.0,3.05,13.5,13,14,16
2019,USA,Age 20 - 24,Male,18849.0,729409.0,2.58,13.5,13,14,16
2019,USA,Age 15 - 19,Female,10503.0,729409.0,1.44,15.19,15,16,16
2019,USA,Age 15 - 19,Male,9652.0,729409.0,1.32,15.81,15,16,16
2023,USA,Age 45 - 54,Male,66178.0,640972.0,10.32,1.0,1,1,16
2023,USA,Age 35 - 44,Male,64260.0,640972.0,10.03,2.31,2,5,16
2023,USA,Age 55 - 64,Male,60335.0,640972.0,9.41,2.94,2,3,16
2023,USA,Age 25 - 34,Male,59210.0,640972.0,9.24,4.31,4,7,16
2023,USA,Age 25 - 34,Female,56315.0,640972.0,8.79,5.88,5,10,16
2023,USA,Age 65 & Above,Male,50821.0,640972.0,7.93,5.69,2,8,16
2023,USA,Age 35 - 44,Female,48073.0,640972.0,7.5,7.81,6,10,16
2023,USA,Age 45 - 54,Female,47686.0,640972.0,7.44,7.38,6,9,16
2023,USA,Age 65 & Above,Female,45059.0,640972.0,7.03,8.69,4,10,16
2023,USA,Age 55 - 64,Female,44047.0,640972.0,6.87,9.0,7,10,16
2023,USA,Age 14 & Below,Male,23192.0,640972.0,3.62,11.0,11,11,16
2023,USA,Age 14 & Below,Female,21570.0,640972.0,3.37,12.0,12,12,16
2023,USA,Age 20 - 24,Female,17724.0,640972.0,2.77,13.5,13,14,16
2023,USA,Age 20 - 24,Male,16307.0,640972.0,2.54,13.5,13,14,16
2023,USA,Age 15 - 19,Female,10200.0,640972.0,1.59,15.19,15,16,16
2023,USA,Age 15 - 19,Male,9995.0,640972.0,1.56,15.81,15,16,16
2024,USA,Age 45 - 54,Male,69722.0,692315.0,10.07,1.0,1,1,16
2024,USA,Age 35 - 44,Male,66637.0,692315.0,9.63,2.31,2,5,16
2024,USA,Age 55 - 64,Male,64945.0,692315.0,9.38,2.94,2,3,16
2024,USA,Age 25 - 34,Male,61012.0,692315.0,8.81,4.31,4,7,16
2024,USA,Age 65 & Above,Male,60445.0,692315.0,8.73,5.69,2,8,16
2024,USA,Age 25 - 34,Female,56116.0,692315.0,8.11,5.88,5,10,16
2024,USA,Age 65 & Above,Female,55105.0,692315.0,7.96,8.69,4,10,16
2024,USA,Age 45 - 54,Female,51742.0,692315.0,7.47,7.38,6,9,16
2024,USA,Age 55 - 64,Female,50241.0,692315.0,7.26,9.0,7,10,16
2024,USA,Age 35 - 44,Female,50227.0,692315.0,7.25,7.81,6,10,16
2024,USA,Age 14 & Below,Male,24475.0,692315.0,3.54,11.0,11,11,16
2024,USA,Age 14 & Below,Female,22642.0,692315.0,3.27,12.0,12,12,16
2024,USA,Age 20 - 24,Female,18676.0,692315.0,2.7,13.5,13,14,16
2024,USA,Age 20 - 24,Male,18402.0,692315.0,2.66,13.5,13,14,16
2024,USA,Age 15 - 19,Female,10961.0,692315.0,1.58,15.19,15,16,16
2024,USA,Age 15 - 19,Male,10967.0,692315.0,1.58,15.81,15,16,16
2025,USA,Age 45 - 54,Male,70771.0,716852.0,9.87,1.0,1,1,16
2025,USA,Age 55 - 64,Male,69063.0,716852.0,9.63,2.94,2,3,16
2025,USA,Age 65 & Above,Male,68082.0,716852.0,9.5,5.69,2,8,16
2025,USA,Age 35 - 44,Male,67368.0,716852.0,9.4,2.31,2,5,16
2025,USA,Age 65 & Above,Female,63203.0,716852.0,8.82,8.69,4,10,16
2025,USA,Age 25 - 34,Male,59940.0,716852.0,8.36,4.31,4,7,16
2025,USA,Age 55 - 64,Female,53571.0,716852.0,7.47,9.0,7,10,16
2025,USA,Age 25 - 34,Female,53210.0,716852.0,7.42,5.88,5,10,16
2025,USA,Age 45 - 54,Female,52531.0,716852.0,7.33,7.38,6,9,16
2025,USA,Age 35 - 44,Female,50844.0,716852.0,7.09,7.81,6,10,16
2025,USA,Age 14 & Below,Male,24774.0,716852.0,3.46,11.0,11,11,16
2025,USA,Age 14 & Below,Female,22932.0,716852.0,3.2,12.0,12,12,16
2025,USA,Age 20 - 24,Male,19431.0,716852.0,2.71,13.5,13,14,16
2025,USA,Age 20 - 24,Female,18779.0,716852.0,2.62,13.5,13,14,16
2025,USA,Age 15 - 19,Male,11324.0,716852.0,1.58,15.81,15,16,16
2025,USA,Age 15 - 19,Female,11029.0,716852.0,1.54,15.19,15,16,16
2026,USA,Age 45 - 54,Male,43893.0,443435.0,9.9,1.0,1,1,16
2026,USA,Age 65 & Above,Male,43368.0,443435.0,9.78,5.69,2,8,16
2026,USA,Age 55 - 64,Male,42624.0,443435.0,9.61,2.94,2,3,16
2026,USA,Age 65 & Above,Female,40487.0,443435.0,9.13,8.69,4,10,16
2026,USA,Age 35 - 44,Male,40484.0,443435.0,9.13,2.31,2,5,16
2026,USA,Age 45 - 54,Female,33035.0,443435.0,7.45,7.38,6,9,16
2026,USA,Age 25 - 34,Male,33004.0,443435.0,7.44,4.31,4,7,16
2026,USA,Age 55 - 64,Female,32847.0,443435.0,7.41,9.0,7,10,16
2026,USA,Age 35 - 44,Female,30915.0,443435.0,6.97,7.81,6,10,16
2026,USA,Age 25 - 34,Female,30130.0,443435.0,6.79,5.88,5,10,16
2026,USA,Age 14 & Below,Male,17137.0,443435.0,3.86,11.0,11,11,16
2026,USA,Age 14 & Below,Female,16308.0,443435.0,3.68,12.0,12,12,16
2026,USA,Age 20 - 24,Male,12282.0,443435.0,2.77,13.5,13,14,16
2026,USA,Age 20 - 24,Female,11876.0,443435.0,2.68,13.5,13,14,16
2026,USA,Age 15 - 19,Female,7547.0,443435.0,1.7,15.19,15,16,16
2026,USA,Age 15 - 19,Male,7498.0,443435.0,1.69,15.81,15,16,16
